-8.0 1.0000e+04
-7.9 1.0000e+04
-7.8 1.0000e+04
-7.7 1.0000e+04
-7.6 1.0000e+04
-7.5 1.0000e+04
-7.4 1.0000e+04
-7.3 1.0000e+04
-7.2 1.0000e+04
-7.1 1.0000e+04
-7.0 1.0000e+04
-6.9 1.0000e+04
-6.8 1.0000e+04
-6.7 1.0000e+04
-6.6 1.0000e+04
-6.5 1.0000e+04
-6.4 1.0000e+04
-6.3 1.0000e+04
-6.2 1.0000e+04
-6.1 1.0000e+04
-6.0 1.0000e+04
-5.9 1.0000e+04
-5.8 1.0000e+04
-5.7 1.0000e+04
-5.6 1.0000e+04
-5.5 1.0000e+04
-5.4 1.0000e+04
-5.3 1.0000e+04
-5.2 1.0000e+04
-5.1 1.0000e+04
-5.0 1.0000e+04
-4.9 1.0000e+04
-4.8 1.0000e+04
-4.7 1.0000e+04
-4.6 1.0000e+04
-4.5 1.0000e+04
-4.4 1.0000e+04
-4.3 1.0000e+04
-4.2 1.0000e+04
-4.1 1.0000e+04
-4.0 1.0000e+04
-3.9 1.0000e+04
-3.8 1.0000e+04
-3.7 1.0000e+04
-3.6 1.0000e+04
-3.5 1.0000e+04
-3.4 1.0000e+04
-3.3 1.0000e+04
-3.2 1.0000e+04
-3.1 1.0000e+04
-3.0 1.0000e+04
-2.9 1.0000e+04
-2.8 1.0000e+04
-2.7 1.0000e+04
-2.6 1.0000e+04
-2.5 1.0000e+04
-2.4 1.0000e+04
-2.3 1.0000e+04
-2.2 1.0000e+04
-2.1 1.0000e+04
-2.0 1.0000e+04
-1.9 1.0000e+04
-1.8 1.0000e+04
-1.7 1.0000e+04
-1.6 1.0000e+04
-1.5 1.0000e+04
-1.4 1.0000e+04
-1.3 1.0000e+04
-1.2 1.0000e+04
-1.1 1.0000e+04
-1.0 1.0000e+04
-0.9 1.0000e+04
-0.8 1.0000e+04
-0.7 1.0000e+04
-0.6 1.0000e+04
-0.5 1.0000e+04
-0.4 1.0000e+04
-0.3 1.0000e+04
-0.2 1.0000e+04
-0.1 1.0000e+04
0.0 1.0000e+04
0.1 1.0000e+04
0.2 1.0000e+04
0.3 1.0000e+04
0.4 1.0000e+04
0.5 1.0000e+04
0.6 1.0000e+04
0.7 1.0000e+04
0.8 1.0000e+04
0.9 1.0000e+04
1.0 1.0000e+04
1.1 1.0000e+04
1.2 1.0000e+04
1.3 1.0000e+04
1.4 1.0000e+04
1.5 1.0000e+04
1.6 1.0000e+04
1.7 1.0000e+04
1.8 1.0000e+04
1.9 1.0000e+04
2.0 1.0000e+04
2.1 1.0000e+04
2.2 1.0000e+04
2.3 1.0000e+04
2.4 1.0000e+04
2.5 1.0000e+04
2.6 1.0000e+04
2.7 1.0000e+04
2.8 1.0000e+04
2.9 1.0000e+04
3.0 1.0000e+04
3.1 1.0000e+04
3.2 1.0000e+04
3.3 1.0000e+04
3.4 1.0000e+04
3.5 1.0000e+04
3.6 1.0000e+04
3.7 1.0000e+04
3.8 1.0000e+04
3.9 1.0000e+04
4.0 1.0000e+04
4.1 1.0000e+04
4.2 1.0000e+04
4.3 1.0000e+04
4.4 1.0000e+04
4.5 1.0000e+04
4.6 1.0000e+04
4.7 1.0000e+04
4.8 1.0000e+04
4.9 1.0000e+04
5.0 1.0000e+04
5.1 1.0000e+04
5.2 1.0000e+04
5.3 1.0000e+04
5.4 1.0000e+04
5.5 1.0000e+04
5.6 1.0000e+04
5.7 1.0000e+04
5.8 1.0000e+04
5.9 1.0000e+04
6.0 1.0000e+04
6.1 1.0000e+04
6.2 1.0000e+04
6.3 1.0000e+04
6.4 1.0000e+04
6.5 1.0000e+04
6.6 1.0000e+04
6.7 1.0000e+04
6.8 1.0000e+04
6.9 1.0000e+04
7.0 1.0000e+04
